book_id,genres
1381,fantasy|fiction|mystery
1382,horror|fantasy|graphic_novels
1383,childrens|fiction|humor
1384,psychology|non_fiction|philosophy
1385,fiction|fantasy|science_fiction
1386,fiction|contemporary_fiction|contemporary
1387,vampires|young_adult|fantasy
1388,fiction|mystery|thriller
1389,fiction|horror|contemporary
1390,mystery|fiction|humor
1391,young_adult|fantasy|adventure
1392,non_fiction|humor|memoir
1393,classics|fiction|historical_fiction
1394,fantasy|urban_fantasy|mystery
1395,historical_fiction|fiction|historical
1396,fantasy|fiction|high_fantasy
1397,young_adult|science_fiction|fantasy
1398,young_adult|dystopian|science_fiction
1399,fantasy|young_adult|adventure
1400,fantasy|fiction|paranormal
1401,non_fiction|psychology|philosophy
1402,picture_books|childrens|humor
1403,horror|fiction|fantasy
1404,history|biography|non_fiction
1405,fiction|science_fiction|dystopian
1406,fiction|chick_lit|historical_fiction
1407,fiction|mystery|thriller
1408,non_fiction|war|history
1409,fiction|romance|contemporary
1410,mystery|fiction|crime
1411,fiction|classics|literature
1412,fantasy|fiction|epic_fantasy
1413,young_adult|dystopian|romance
1414,romance|fiction|chick_lit
1415,business|non_fiction
1416,young_adult|vampires|fantasy
1417,chick_lit|fiction|romance
1418,fantasy|fiction|epic_fantasy
1419,graphic_novels|fiction|fantasy
1420,history|non_fiction|war
1421,fiction|contemporary|humor
1422,graphic_novels|fantasy|comics
1423,horror|fiction|thriller
1424,fiction|thriller|crime
1425,young_adult|fantasy|paranormal
1426,fiction|chick_lit|contemporary
1427,horror|fiction|thriller
1428,fiction|realistic_fiction|childrens
1429,fantasy|fiction|epic_fantasy
1430,chick_lit|fiction|romance
1431,fantasy|young_adult|fiction
1432,philosophy|non_fiction|classics
1433,mystery|fiction|thriller
1434,classics|fiction|historical_fiction
1435,fiction|classics|historical_fiction
1436,fiction|chick_lit|humor
1437,fantasy|young_adult|romance
1438,non_fiction|religion|fiction
1439,fiction|young_adult|science_fiction
1440,non_fiction|fiction|religion
1441,memoir|non_fiction|biography
1442,contemporary|fiction|chick_lit
1443,fiction|fantasy|mythology
1444,fiction|classics|literature
1445,young_adult|romance|realistic_fiction
1446,psychology|non_fiction|business
1447,picture_books|childrens|classics
1448,horror|thriller|mystery
1449,non_fiction|humor|memoir
1450,urban_fantasy|fantasy|fiction
1451,comics|graphic_novels|fiction
1452,fantasy|young_adult|fiction
1453,young_adult|contemporary|romance
1454,classics|plays|fiction
1455,fiction|contemporary_fiction|literary_fiction
1456,fantasy|young_adult|fiction
1457,chick_lit|fiction|romance
1458,war|contemporary|fiction
1459,romance|fiction|chick_lit
1460,non_fiction|humor|memoir
1461,mystery|classics|fiction
1462,fiction|historical_fiction|literary_fiction
1463,fantasy|fiction|epic_fantasy
1464,graphic_novels|comics|non_fiction
1465,fiction|classics|historical_fiction
1466,historical_fiction|fiction|biography
1467,fiction|mystery|historical_fiction
1468,romance|contemporary|chick_lit
1469,childrens|picture_books|fiction
1470,romance|erotica|contemporary_romance
1471,fiction|contemporary|fantasy
1472,fantasy|young_adult|romance
1473,paranormal_romance|paranormal|vampires
1474,fantasy|historical_fiction|fiction
1475,fiction|romance|literature
1476,fiction|young_adult|childrens
1477,classics|fiction|literature
1478,picture_books|childrens|fiction
1479,fantasy|fiction|epic_fantasy
1480,fantasy|young_adult|fiction
1481,fiction|fantasy|paranormal
1482,historical_fiction|fiction|historical
1483,paranormal_romance|paranormal|vampires
1484,science_fiction|fiction|fantasy
1485,mystery|crime|fiction
1486,classics|fantasy|childrens
1487,biography|non_fiction|history
1488,childrens|picture_books|fiction
1489,historical_fiction|childrens|fiction
1490,fiction|horror|mystery
1491,science_fiction|horror|supernatural
1492,classics|poetry|fiction
1493,classics|fiction|young_adult
1494,biography|non_fiction|memoir
1495,non_fiction|humor|memoir
1496,fantasy|fiction|epic_fantasy
1497,fantasy|childrens|classics
1498,horror|fiction|fantasy
1499,fiction|contemporary|adult_fiction
1500,fantasy|contemporary|fiction
1501,historical_fiction|fiction|historical
1502,fantasy|young_adult|romance
1503,fiction|humor|literature
1504,young_adult|adventure|fiction
1505,dystopian|young_adult|fantasy
1506,fiction|philosophy|romance
1507,non_fiction|psychology|business
1508,mystery|fiction|thriller
1509,classics|literature|historical_fiction
1510,manga|fantasy|graphic_novels
1511,fantasy|fiction|short_stories
1512,non_fiction|history|biography
1513,paranormal_romance|vampires|romance
1514,non_fiction|history|adventure
1515,non_fiction|memoir|biography
1516,non_fiction|business|philosophy
1517,horror|fiction|science_fiction
1518,fiction|classics|historical_fiction
1519,science_fiction|fiction|fantasy
1520,science_fiction|fiction|classics
1521,classics|plays|drama
1522,fiction|historical_fiction|historical
1523,young_adult|dystopian|romance
1524,non_fiction|memoir|biography
1525,fantasy|fiction|epic_fantasy
1526,classics|fiction|historical_fiction
1527,non_fiction|science|humor
1528,fantasy|fiction|epic_fantasy
1529,fiction|philosophy|fantasy
1530,fantasy|young_adult|fiction
1531,fantasy|fiction|adventure
1532,fiction|chick_lit|adult_fiction
1533,vampires|fantasy|fiction
1534,fiction|thriller|mystery
1535,young_adult|fantasy|science_fiction
1536,fantasy|fiction|epic_fantasy
1537,history|historical_fiction|historical_romance
1538,fiction|contemporary|literary_fiction
1539,historical_fiction|fiction|historical
1540,vampires|young_adult|fantasy
1541,fantasy|young_adult|romance
1542,contemporary|contemporary_romance|chick_lit
1543,fiction|mystery|thriller
1544,fiction|literature|contemporary
1545,childrens|fiction|classics
1546,fantasy|epic_fantasy|fiction
1547,fiction|chick_lit|romance
1548,childrens|picture_books|fiction
1549,fiction|young_adult|childrens
1550,young_adult|mystery|contemporary
1551,thriller|fiction|mystery
1552,historical_fiction|fiction|history
1553,urban_fantasy|vampires|paranormal
1554,young_adult|fantasy|urban_fantasy
1555,horror|classics|fiction
1556,young_adult|paranormal|romance
1557,non_fiction|biography|fiction
1558,realistic_fiction|young_adult|fiction
1559,young_adult|paranormal|fantasy
1560,fantasy|young_adult|paranormal
1561,historical_fiction|classics|romance
1562,romance|new_adult|contemporary
1563,thriller|mystery|horror
1564,fiction|thriller|mystery
1565,mystery|fiction|historical_fiction
1566,classics|fiction|literature
1567,fiction|contemporary_fiction|contemporary
1568,romance|new_adult|contemporary
1569,classics|short_stories|fiction
1570,non_fiction|fiction|history
1571,fiction|classics|literature
1572,graphic_novels|comics|fantasy
1573,fiction|mystery|historical_fiction
1574,science_fiction|fiction|fantasy
1575,romance|contemporary|short_stories
1576,horror|fiction|short_stories
1577,non_fiction|science|philosophy
1578,horror|thriller|fiction
1579,humor|non_fiction|memoir
1580,plays|drama|fiction
1581,historical_fiction|fiction|historical
1582,fiction|classics|historical_fiction
1583,young_adult|romance|contemporary
1584,plays|drama|fiction
1585,young_adult|fantasy|paranormal
1586,fiction|adventure|thriller
1587,fiction|historical_fiction|coming_of_age
1588,fantasy|vampires|paranormal
1589,horror|short_stories|fiction
1590,childrens|fiction|classics
1591,fantasy|fiction|young_adult
1592,fiction|thriller|mystery
1593,fantasy|epic_fantasy|high_fantasy
1594,romance|chick_lit|contemporary_romance
1595,history|non_fiction|memoir
1596,fiction|mystery|thriller
1597,fiction|historical_fiction|classics
1598,mystery|fiction|classics
1599,fiction|chick_lit|romance
1600,thriller|fiction|mystery
1601,business|non_fiction|science
1602,urban_fantasy|fantasy|fiction
1603,picture_books|childrens|classics
1604,young_adult|poetry|fiction
1605,classics|fiction|historical_fiction
1606,mystery|fiction|humor
1607,mystery|crime|fiction
1608,young_adult|paranormal|fantasy
1609,vampires|young_adult|non_fiction
1610,historical_fiction|fiction|romance
1611,young_adult|fantasy|fiction
1612,romance|contemporary_romance|fiction
1613,non_fiction|memoir|biography
1614,young_adult|romance|contemporary
1615,non_fiction|memoir|biography
1616,young_adult|adventure|mystery
1617,thriller|fiction|mystery
1618,fiction|romance|historical
1619,fantasy|vampires|paranormal_romance
1620,fiction|science_fiction|dystopian
1621,non_fiction|business|psychology
1622,classics|fantasy|historical_fiction
1623,comics|graphic_novels|fiction
1624,philosophy|fiction|classics
1625,non_fiction|religion|philosophy
1626,fantasy|young_adult|magic
1627,mystery|fiction|humor
1628,science_fiction|fiction|dystopian
1629,fantasy|fiction|young_adult
1630,fantasy|urban_fantasy|fiction
1631,classics|mystery|fiction
1632,picture_books|childrens|fiction
1633,horror|vampires|fantasy
1634,fantasy|young_adult|fiction
1635,picture_books|childrens|fiction
1636,urban_fantasy|fantasy|paranormal
1637,young_adult|horror|paranormal
1638,fantasy|fiction|epic_fantasy
1639,historical_fiction|young_adult|fiction
1640,fiction|historical_fiction|historical
1641,horror|fantasy|fiction
1642,fiction|classics|literature
1643,fiction|thriller|war
1644,fiction|historical_fiction|adult_fiction
1645,fiction|science_fiction|contemporary
1646,science_fiction|fiction|science_fiction_fantasy
1647,fiction|mystery|crime
1648,childrens|picture_books|fiction
1649,chick_lit|romance|fiction
1650,classics|fiction|adventure
1651,dystopian|young_adult|romance
1652,young_adult|romance|mystery
1653,urban_fantasy|fantasy|paranormal
1654,fantasy|urban_fantasy|fiction
1655,fiction|chick_lit|contemporary_fiction
1656,non_fiction|memoir|biography
1657,fiction|classics|literature
1658,romance|contemporary|contemporary_romance
1659,science_fiction|fiction|classics
1660,fiction|historical_fiction|historical
1661,fiction|contemporary|adult_fiction
1662,childrens|fiction|fantasy
1663,fiction|fantasy|philosophy
1664,classics|non_fiction|fiction
1665,fantasy|fiction|epic_fantasy
1666,poetry|classics|literature
1667,young_adult|romance|contemporary
1668,fantasy|young_adult|fiction
1669,young_adult|contemporary|romance
1670,non_fiction|biography|fiction
1671,young_adult|romance|fantasy
1672,non_fiction|biography|memoir
1673,romance|erotica|contemporary_romance
1674,fantasy|fiction|epic_fantasy
1675,fiction|contemporary_fiction|contemporary
1676,science_fiction|fiction|humor
1677,fiction|science_fiction|thriller
1678,young_adult|science_fiction|dystopian
1679,classics|fiction|literature
1680,romance|fiction|paranormal
1681,classics|romance|literature
1682,fantasy|fiction|magic
1683,business|non_fiction|history
1684,business|non_fiction|fiction
1685,fiction|contemporary|chick_lit
1686,fantasy|fiction|epic_fantasy
1687,science_fiction|fiction|fantasy
1688,fiction|literary_fiction|contemporary
1689,fiction|fantasy|romance
1690,fantasy|urban_fantasy|fiction
1691,non_fiction|history|classics
1692,non_fiction|chick_lit|humor
1693,fantasy|fiction|epic_fantasy
1694,mystery|fiction|humor
1695,classics|childrens|short_stories
1696,young_adult|vampires|urban_fantasy
1697,non_fiction|religion|psychology
1698,graphic_novels|fantasy|comics
1699,historical_fiction|fiction|mystery
1700,fiction|contemporary|historical_fiction
1701,non_fiction|humor|memoir
1702,romance|new_adult|young_adult
1703,fiction|contemporary|romance
1704,fiction|classics|historical_fiction
1705,business|non_fiction|psychology
1706,fiction|short_stories|classics
1707,childrens|fiction|young_adult
1708,historical_fiction|fiction|historical
1709,horror|fiction|mystery
1710,non_fiction|history|humor
1711,chick_lit|fiction|romance
1712,mystery|fiction|crime
1713,chick_lit|fiction|romance
1714,fiction|historical_fiction|contemporary
1715,horror|fiction|vampires
1716,young_adult|fantasy|science_fiction
1717,classics|poetry|fiction
1718,young_adult|fiction|chick_lit
1719,horror|fiction|thriller
1720,young_adult|contemporary|romance
1721,classics|non_fiction|religion
1722,fantasy|young_adult|fiction
1723,historical_fiction|romance|fiction
1724,young_adult|paranormal|fantasy
1725,classics|fantasy|fiction
1726,fantasy|young_adult|fiction
1727,fiction|fantasy|science_fiction
1728,fantasy|young_adult|fiction
1729,science_fiction|fiction|science_fiction_fantasy
1730,science_fiction|fiction|young_adult
1731,fantasy|epic_fantasy|fiction
1732,mystery|fiction|crime
1733,fiction|mystery|thriller
1734,non_fiction|history|adventure
1735,chick_lit|mystery|fiction
1736,science_fiction|fiction|thriller
1737,fantasy|young_adult|dystopian
1738,young_adult|fiction|science_fiction
1739,fiction|classics|literature
1740,fiction|historical_fiction|adult_fiction
1741,mystery|fiction|crime
1742,fiction|childrens|young_adult
1743,fantasy|young_adult|romance
1744,mystery|crime|fiction
1745,young_adult|fantasy|science_fiction
1746,mystery|fiction|thriller
1747,non_fiction|romance|religion
1748,chick_lit|fiction|mystery
1749,fiction|romance|fantasy
1750,non_fiction|psychology|business
1751,romance|contemporary_romance|contemporary
1752,fiction|contemporary|contemporary_fiction
1753,young_adult|romance|new_adult
1754,fantasy|young_adult|paranormal
1755,fiction|thriller|mystery
1756,non_fiction|biography|picture_books
1757,historical_fiction|fiction|historical
1758,historical_fiction|fiction|war
1759,fantasy|fiction|epic_fantasy
1760,fantasy|fiction|young_adult
1761,non_fiction|science|psychology
1762,fiction|chick_lit|contemporary_fiction
1763,mystery|fiction|crime
1764,fantasy|young_adult|fiction
1765,picture_books|childrens|fiction
1766,fantasy|young_adult|romance
1767,young_adult|contemporary|romance
1768,fantasy|humor|fiction
1769,romance|contemporary|contemporary_romance
1770,horror|fiction|fantasy
1771,fiction|classics|romance
1772,classics|fiction|childrens
1773,romance|new_adult|contemporary_romance
1774,fiction|young_adult|childrens
1775,picture_books|childrens|fiction
1776,romance|contemporary_romance|contemporary
1777,non_fiction|philosophy|psychology
1778,biography|non_fiction|history
1779,urban_fantasy|paranormal|fantasy
1780,paranormal|vampires|fantasy
1781,picture_books|childrens|humor
1782,fantasy|young_adult|paranormal
1783,classics|fiction|literature
1784,poetry|classics|horror
1785,classics|fiction|short_stories
1786,fiction|mystery|thriller
1787,fiction|romance|literature
1788,comics|humor|graphic_novels
1789,young_adult|contemporary|romance
1790,mystery|fiction|historical_fiction
1791,romance|fiction|chick_lit
1792,historical_fiction|war|historical
1793,fiction|drama|contemporary_fiction
1794,historical_fiction|romance|historical
1795,horror|science_fiction|dystopian
1796,fiction|historical_fiction|religion
1797,fiction|classics|literature
1798,historical_fiction|fiction|historical
1799,young_adult|fantasy|paranormal
1800,science_fiction|fiction|classics
1801,fantasy|fiction|epic_fantasy
1802,horror|fiction|thriller
1803,vampires|paranormal|young_adult
1804,fiction|chick_lit|contemporary
1805,young_adult|vampires|fantasy
1806,fiction|historical_fiction|historical
1807,fantasy|young_adult|romance
1808,science_fiction|fantasy|dystopian
1809,fantasy|fiction|young_adult
1810,humor|memoir|non_fiction
1811,mystery|fiction|humor
1812,fantasy|fiction|epic_fantasy
1813,romance|contemporary_romance|new_adult
1814,contemporary|contemporary_fiction|fiction
1815,memoir|classics|non_fiction
1816,science_fiction|fiction|science_fiction_fantasy
1817,adventure|fiction|thriller
1818,vampires|paranormal|urban_fantasy
1819,fiction|chick_lit|mystery
1820,young_adult|dystopian|science_fiction
1821,mystery|fiction|humor
1822,fiction|romance|contemporary
1823,childrens|classics|fiction
1824,young_adult|mystery|contemporary
1825,childrens|realistic_fiction|middle_grade
1826,fiction|mystery|thriller
1827,fiction|young_adult|childrens
1828,manga|fantasy|graphic_novels
1829,horror|fiction|paranormal
1830,young_adult|fantasy|paranormal
1831,suspense|crime|mystery_thriller
1832,fiction|mystery|historical_fiction
1833,historical_fiction|historical|romance
1834,fiction|chick_lit|romance
1835,philosophy|fiction|contemporary
1836,childrens|picture_books|fiction
1837,science_fiction|fiction|dystopian
1838,thriller|fiction|mystery
1839,non_fiction|memoir|biography
1840,paranormal_romance|romance|paranormal
1841,romance|fiction|chick_lit
1842,contemporary|fiction|chick_lit
1843,fiction|young_adult|chick_lit
1844,non_fiction|biography|memoir
1845,fiction|historical_fiction|mystery
1846,romance|erotica|contemporary_romance
1847,fiction|philosophy|classics
1848,fantasy|romance|paranormal
1849,young_adult|romance|contemporary
1850,young_adult|romance|fiction
1851,non_fiction|science|history
1852,young_adult|poetry|fiction
1853,fiction|literature|classics
1854,fiction|historical_fiction|historical
1855,non_fiction|philosophy|psychology
1856,memoir|non_fiction|humor
1857,fantasy|young_adult|fiction
1858,mystery|fiction|crime
1859,non_fiction|memoir|humor
1860,fantasy|young_adult|romance
1861,young_adult|fantasy|paranormal
1862,science_fiction|fiction|fantasy
1863,fantasy|young_adult|fiction
1864,fiction|mystery|science_fiction
1865,non_fiction|psychology|philosophy
1866,fiction|contemporary|chick_lit
1867,historical_fiction|mystery|fiction
1868,horror|science_fiction|fiction
1869,fantasy|young_adult|fiction
1870,thriller|fiction|mystery
1871,mystery|fiction|thriller
1872,mystery|thriller|suspense
1873,fiction|mystery|dystopian
1874,historical_fiction|adult_fiction|fiction
1875,picture_books|childrens|fantasy
1876,thriller|mystery|fiction
1877,non_fiction|classics|business
1878,horror|fiction|classics
1879,chick_lit|fiction|adult_fiction
1880,fantasy|fiction|high_fantasy
1881,science_fiction|fiction|science_fiction_fantasy
1882,mystery|crime|fiction
1883,classics|literature|fiction
1884,fantasy|non_fiction|fiction
1885,classics|plays|drama
1886,comics|graphic_novels|fantasy
1887,classics|plays|fiction
1888,non_fiction|science|biography
1889,urban_fantasy|fantasy|paranormal
1890,young_adult|vampires|fantasy
1891,fantasy|paranormal|romance
1892,mystery|fiction|crime
1893,romance|erotica|contemporary_romance
1894,chick_lit|romance|fiction
1895,graphic_novels|comics|fantasy
1896,classics|childrens|fiction
1897,non_fiction|biography|memoir
1898,science_fiction|fiction|dystopian
1899,fiction|contemporary|adult_fiction
1900,horror|short_stories|fiction
1901,urban_fantasy|fantasy|paranormal
1902,fiction|thriller|mystery
1903,young_adult|dystopian|fiction
1904,graphic_novels|fantasy|comics
1905,epic_fantasy|fantasy|fiction
1906,young_adult|romance|contemporary
1907,classics|fiction|adventure
1908,fiction|contemporary|literature
1909,historical_fiction|fiction|historical
1910,classics|fiction|fantasy
1911,mystery|fiction|crime
1912,historical_fiction|fiction|historical
1913,chick_lit|fiction|romance
1914,science_fiction|fiction|mystery
1915,fiction|contemporary|fantasy
1916,childrens|fiction|fantasy
1917,young_adult|dystopian|horror
1918,fantasy|fiction|epic_fantasy
1919,young_adult|contemporary|romance
1920,fiction|historical_fiction|mystery
1921,picture_books|childrens|fiction
1922,horror|thriller|fiction
1923,humor|non_fiction|short_stories
1924,fantasy|fiction|humor
1925,fiction|fantasy|thriller
1926,business|psychology|non_fiction
1927,non_fiction|adventure|history
1928,fiction|contemporary|contemporary_fiction
1929,non_fiction|religion|psychology
1930,romance|paranormal|fiction
1931,fantasy|fiction|epic_fantasy
1932,fantasy|paranormal|urban_fantasy
1933,fiction|romance|literature
1934,mystery|thriller|fiction
1935,non_fiction
1936,fiction|contemporary|contemporary_fiction
1937,science_fiction|fiction|fantasy
1938,childrens|fantasy|fiction
1939,picture_books|childrens|fiction
1940,fiction|horror|thriller
1941,mystery|fiction|thriller
1942,non_fiction|memoir|biography
1943,fiction|chick_lit|contemporary
1944,fantasy|young_adult|historical_fiction
1945,urban_fantasy|fantasy|paranormal
1946,urban_fantasy|paranormal|paranormal_romance
1947,mystery|fiction|thriller
1948,fantasy|young_adult|fiction
1949,fiction|literature|historical_fiction
1950,comics|graphic_novels|fantasy
1951,young_adult|fantasy|paranormal
1952,fantasy|mythology|young_adult
1953,classics|fiction|historical_fiction
1954,horror|classics|fiction
1955,fiction|classics|literature
1956,classics|historical_fiction|childrens
1957,fiction|classics|young_adult
1958,vampires|young_adult|fantasy
1959,mystery|fiction|humor
1960,fiction|classics|literature
1961,historical_fiction|fiction|historical
1962,urban_fantasy|fantasy|paranormal
1963,fiction|thriller|mystery
1964,fantasy|fiction|epic_fantasy
1965,fantasy|young_adult|dystopian
1966,romance|contemporary_romance|fiction
1967,classics|history|philosophy
1968,fantasy|young_adult|fiction
1969,non_fiction|history|science
1970,fiction|historical_fiction|romance
1971,vampires|young_adult|fantasy
1972,fiction|thriller|action
1973,psychology|philosophy|classics
1974,horror|fiction|paranormal
1975,fiction|young_adult|childrens
1976,humor|non_fiction|memoir
1977,fiction|young_adult|childrens
1978,memoir|non_fiction|biography
1979,fantasy|vampires|paranormal
1980,science_fiction|short_stories|fiction
1981,romance|erotica|contemporary_romance
1982,science_fiction|fiction|horror
1983,romance|young_adult|new_adult
1984,picture_books|childrens|fiction
1985,science|non_fiction|philosophy
1986,non_fiction|history|biography
1987,horror|fiction|short_stories
1988,history|non_fiction|religion
1989,fantasy|fiction|epic_fantasy
1990,fiction|historical_fiction|romance
1991,science_fiction|fiction|science_fiction_fantasy
1992,business|non_fiction|psychology
1993,horror|vampires|fantasy
1994,new_adult|romance|contemporary
1995,fantasy|fiction|epic_fantasy
1996,childrens|literature|young_adult
1997,fantasy|historical_fiction|young_adult
1998,non_fiction|religion
1999,fiction|classics|literary_fiction
2000,fiction|historical_fiction|contemporary_fiction
2001,fantasy|non_fiction|young_adult
2002,literature|classics|short_stories
2003,historical_fiction|fiction|historical
2004,non_fiction|classics|memoir
2005,historical_fiction|fiction|historical
2006,fantasy|fiction|epic_fantasy
2007,fantasy|young_adult|adventure
2008,young_adult|fantasy|dystopian
2009,horror|fiction|thriller
2010,non_fiction|history|memoir
2011,fiction|contemporary|humor
2012,mystery|fiction|thriller
2013,fiction|contemporary|contemporary_fiction
2014,mystery|crime|thriller
2015,fiction|romance|chick_lit
2016,thriller|fiction|mystery
2017,fantasy|young_adult|fiction
2018,historical_fiction|fiction|historical
2019,mystery|adventure|young_adult
2020,non_fiction
2021,young_adult|fantasy|vampires
2022,non_fiction|philosophy|religion
2023,fiction|humor|historical_fiction
2024,fiction|philosophy|classics
2025,fiction|humor|literature
2026,classics|mystery|fiction
2027,classics|literature|fiction
2028,fantasy|fiction|science_fiction_fantasy
2029,fiction|contemporary|historical_fiction
2030,mystery|fiction|crime
2031,mystery|crime|fiction
2032,classics|childrens|young_adult
2033,fiction|historical_fiction|literature
2034,humor|fiction|fantasy
2035,fiction|short_stories|humor
2036,non_fiction|psychology|philosophy
2037,fiction|literary_fiction|historical_fiction
2038,vampires|young_adult|fantasy
2039,picture_books|childrens|fiction
2040,romance|new_adult|contemporary
2041,horror|fiction|fantasy
2042,biography|science|non_fiction
2043,fantasy|fiction|humor
2044,non_fiction|religion|humor
2045,fiction|science_fiction|fantasy
2046,chick_lit|fiction|romance
2047,historical_fiction|fiction|historical
2048,mystery|thriller|fiction
2049,childrens|fiction|young_adult
2050,young_adult|vampires|paranormal
2051,fiction|horror|fantasy
2052,classics|plays|drama
2053,fiction|classics|historical_fiction
2054,young_adult|fiction|chick_lit
2055,mystery|fiction|thriller
2056,fantasy|fiction|epic_fantasy
2057,fiction|mystery|thriller
2058,fiction|contemporary|fantasy
2059,thriller|fiction|action
2060,non_fiction|psychology|business
2061,historical_fiction|fiction|historical
2062,historical_fiction|fiction|historical
2063,non_fiction|memoir|biography
2064,fantasy|childrens|fiction
2065,romance|fiction|historical_fiction
2066,mystery|fiction|thriller
2067,historical_fiction|fiction|historical
2068,historical_fiction|young_adult|poetry
2069,chick_lit|romance|fiction
2070,humor|fiction|childrens
2071,historical_fiction|young_adult|historical
2072,young_adult|poetry|fiction
2073,fiction|thriller|mystery
2074,mystery|crime|fiction
2075,chick_lit|romance|fiction
2076,classics|poetry|fiction
2077,historical_fiction|young_adult|romance
2078,classics|childrens|fiction
2079,fiction|classics|literature
2080,non_fiction|psychology|memoir
2081,fantasy|urban_fantasy|fiction
2082,religion|non_fiction|classics
2083,paranormal_romance|paranormal|romance
2084,science_fiction|fiction|fantasy
2085,fiction|historical_fiction|historical
2086,fantasy|fiction|humor
2087,fiction|chick_lit|contemporary
2088,fiction|historical_fiction|coming_of_age
2089,fiction|contemporary|contemporary_fiction
2090,urban_fantasy|fantasy|vampires
2091,romance|fantasy|paranormal
2092,young_adult|poetry|fiction
2093,graphic_novels|horror|comics
2094,mystery|fiction|humor
2095,childrens|picture_books|fiction
2096,picture_books|childrens|fiction
2097,fiction|classics|philosophy
2098,fiction|classics|humor
2099,manga|romance|graphic_novels
2100,comics|graphic_novels|fiction
2101,fantasy|fiction|young_adult
2102,science_fiction|fiction|dystopian
2103,classics|plays|fiction
2104,young_adult|contemporary|romance
2105,urban_fantasy|fantasy|paranormal
2106,romance|erotica|contemporary_romance
2107,historical_fiction|war|historical
2108,non_fiction|biography|history
2109,fantasy|fiction|humor
2110,graphic_novels|comics|fiction
2111,graphic_novels|fiction|crime
2112,young_adult|contemporary|romance
2113,mystery|thriller|fiction
2114,historical_fiction|fiction|historical
2115,history|non_fiction|war
2116,fantasy|young_adult|fiction
2117,non_fiction|history|adventure
2118,fantasy|young_adult|science_fiction
2119,fiction|high_fantasy|fantasy
2120,fantasy|young_adult|magic
2121,thriller|fiction|mystery
2122,young_adult|fiction|realistic_fiction
2123,childrens|fiction|fantasy
2124,fiction|literary_fiction|contemporary
2125,fantasy|young_adult|fiction
2126,urban_fantasy|fantasy|paranormal
2127,picture_books|childrens|fiction
2128,fiction|contemporary_fiction|literary_fiction
2129,graphic_novels|comics|fiction
2130,fantasy|paranormal|young_adult
2131,classics|fiction|literature
2132,non_fiction|fiction|business
2133,historical_fiction|fiction|historical
2134,young_adult|vampires|paranormal
2135,thriller|fiction|mystery
2136,fiction|chick_lit|romance
2137,fiction|contemporary|literary_fiction
2138,mystery|fiction|humor
2139,biography|non_fiction|business
2140,science_fiction|fiction|science_fiction_fantasy
2141,romance|young_adult|new_adult
2142,classics|fiction|poetry
2143,comics|graphic_novels|fiction
2144,non_fiction|fiction|biography
2145,historical_fiction|fiction|historical
2146,middle_grade|fantasy|childrens
2147,historical|historical_fiction|history
2148,young_adult|fiction|realistic_fiction
2149,fantasy|fiction|epic_fantasy
2150,mystery|crime|fiction
2151,graphic_novels|comics|fantasy
2152,young_adult|mystery|contemporary
2153,new_adult|romance|contemporary
2154,fantasy|urban_fantasy|paranormal
2155,thriller|horror|science_fiction
2156,science_fiction|fiction|science_fiction_fantasy
2157,classics|short_stories|horror
2158,classics|fantasy|literature
2159,romance|contemporary_romance|contemporary
2160,fantasy|epic_fantasy|fiction
2161,contemporary|young_adult|romance
2162,fiction|contemporary|contemporary_fiction
2163,non_fiction|classics|childrens
2164,fantasy|adventure|fiction
2165,chick_lit|fiction|romance
2166,business|non_fiction|philosophy
2167,fantasy|young_adult|romance
2168,fiction|classics|fantasy
2169,short_stories|fiction|horror
2170,fantasy|short_stories|fiction
2171,historical_fiction|fiction|adventure
2172,fiction|short_stories|science_fiction
2173,humor|non_fiction|memoir
2174,biography|history|non_fiction
2175,history|non_fiction|biography
2176,childrens|classics|picture_books
2177,classics|fiction|literature
2178,new_adult|romance|contemporary
2179,young_adult|romance|dystopian
2180,thriller|fiction|mystery
2181,picture_books|childrens|fiction
2182,young_adult|vampires|fantasy
2183,romance|contemporary_romance|contemporary
2184,crime|suspense|mystery_thriller
2185,romance|new_adult|contemporary
2186,history|non_fiction|biography
2187,fiction|science_fiction|dystopian
2188,fiction|contemporary_fiction|contemporary
2189,science_fiction|fiction|war
2190,fiction|classics|historical_fiction
2191,fantasy|non_fiction|mythology
2192,fantasy|historical_fiction|adult_fiction
2193,fiction|contemporary|humor
2194,romance|vampires|fantasy
2195,fiction|young_adult|adventure
2196,science_fiction|fiction|science_fiction_fantasy
2197,classics|fiction|literature
2198,fantasy|fiction|epic_fantasy
2199,short_stories|fiction|classics
2200,mystery|adventure|young_adult
2201,fantasy|young_adult|romance
2202,young_adult|chick_lit|fiction
2203,thriller|fiction|historical_fiction
2204,fiction|contemporary_fiction|contemporary
2205,non_fiction|philosophy|history
2206,humor|non_fiction|memoir
2207,mystery|fiction|crime
2208,new_adult|contemporary_romance|contemporary
2209,historical|classics|history
2210,science_fiction|fiction|fantasy
2211,mystery|crime|fiction
2212,fiction|mystery|thriller
2213,horror|fiction|thriller
2214,mystery|fiction|thriller
2215,fiction|childrens|young_adult
2216,mystery|fiction|suspense
2217,young_adult|fantasy|paranormal
2218,science_fiction|fiction|science_fiction_fantasy
2219,fantasy|epic_fantasy|science_fiction_fantasy
2220,business|non_fiction|psychology
2221,mystery|fiction|thriller
2222,fiction|romance|contemporary
2223,fiction|thriller|historical_fiction
